"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","id","score","mark","calification","subject"
"533","GP","F",16,"U","GT3","A",2,2,"other","other","home","mother",1,1,1,"no","no","no","no","yes","yes","no","no",5,3,4,1,1,5,12,13,11,11,"49",11.6666666666667,"pass","D","Portuguese"
"534","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,3,1,1,5,2,12,11,11,"249",11.3333333333333,"pass","D","Portuguese"
"535","GP","F",15,"U","GT3","T",4,4,"services","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,5,4,13,14,15,"28",14,"pass","B","Portuguese"
"536","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,0,"no","no","no","no","yes","yes","no","no",5,4,5,2,4,5,2,10,9,10,"352",9.66666666666667,"fail","F","Portuguese"
"537","GP","F",16,"R","GT3","T",1,1,"at_home","other","course","mother",4,2,0,"no","yes","no","no","yes","yes","no","no",5,1,3,1,1,3,0,14,13,13,"43",13.3333333333333,"pass","C","Portuguese"
"538","GP","M",18,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",3,3,4,4,5,4,2,11,11,12,"416",11.3333333333333,"pass","D","Portuguese"
"539","GP","F",18,"U","GT3","A",3,2,"other","services","course","other",1,3,0,"no","yes","no","yes","no","yes","yes","yes",4,3,3,5,1,5,10,12,11,11,"183",11.3333333333333,"pass","D","Portuguese"
"540","GP","F",16,"R","GT3","T",1,1,"other","services","reputation","mother",2,1,0,"no","yes","no","yes","yes","yes","no","yes",3,3,3,1,2,1,8,12,11,11,"44",11.3333333333333,"pass","D","Portuguese"
"541","GP","F",16,"U","GT3","A",3,3,"other","other","course","other",2,1,0,"no","yes","no","yes","no","yes","yes","yes",4,3,2,1,1,5,4,9,9,10,"52",9.33333333333333,"fail","F","Portuguese"
"542","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,2,"no","no","no","no","yes","yes","no","yes",4,4,4,1,3,5,0,10,10,10,"331",10,"pass","D","Portuguese"
"543","GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,6,13,14,14,"34",13.6666666666667,"pass","C","Portuguese"
"544","GP","F",15,"R","GT3","T",1,1,"other","other","course","mother",3,1,1,"no","no","no","yes","yes","yes","yes","yes",5,5,5,1,1,1,2,8,9,9,"2",8.66666666666667,"fail","F","Portuguese"
"545","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,0,"yes","yes","no","no","yes","yes","yes","no",2,2,2,1,1,3,6,9,11,11,"270",10.3333333333333,"pass","D","Portuguese"
"546","GP","F",15,"U","GT3","A",3,3,"services","services","home","mother",1,2,0,"no","no","no","no","no","yes","no","yes",1,3,2,2,3,1,24,9,8,9,"12",8.66666666666667,"fail","F","Portuguese"
"547","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,3,5,0,15,13,13,"323",13.6666666666667,"pass","C","Portuguese"
"548","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,0,"no","yes","no","yes","yes","yes","yes","no",2,3,3,2,2,2,4,12,11,11,"338",11.3333333333333,"pass","D","Portuguese"
"549","GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,1,5,2,13,13,13,"33",13,"pass","C","Portuguese"
"550","GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",3,4,4,3,3,1,4,10,11,11,"90",10.6666666666667,"pass","D","Portuguese"
"551","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,4,5,1,2,5,22,9,7,6,"360",7.33333333333333,"fail","F","Portuguese"
"552","GP","F",15,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,2,1,2,5,0,12,12,12,"16",12,"pass","C","Portuguese"
"553","GP","F",15,"U","LE3","A",2,1,"at_home","other","home","mother",2,1,0,"no","yes","no","yes","yes","no","yes","yes",4,4,2,1,1,5,0,11,10,10,"35",10.3333333333333,"pass","D","Portuguese"
"554","GP","F",15,"U","GT3","T",3,2,"health","services","home","father",1,2,1,"no","yes","no","no","yes","yes","yes","no",3,3,2,1,1,3,2,11,11,11,"23",11,"pass","D","Portuguese"
"555","GP","F",15,"U","GT3","T",1,2,"at_home","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,5,6,13,12,13,"17",12.6666666666667,"pass","C","Portuguese"
"556","GP","F",15,"U","GT3","T",1,2,"at_home","services","course","father",1,2,0,"no","no","no","no","no","yes","no","yes",2,3,4,2,4,1,6,11,11,11,"18",11,"pass","D","Portuguese"
"557","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","no","yes","no","yes","yes",3,3,2,2,1,5,16,9,9,8,"326",8.66666666666667,"fail","F","Portuguese"
"558","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,0,"no","no","no","no","yes","yes","yes","no",4,5,5,2,5,5,0,12,11,11,"278",11.3333333333333,"pass","D","Portuguese"
"559","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,2,"no","no","no","no","yes","no","yes","yes",2,3,5,2,5,4,0,11,9,0,"411",6.66666666666667,"fail","F","Portuguese"
"560","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"no","no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,6,9,10,10,"334",9.66666666666667,"fail","F","Portuguese"
"561","GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",2,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,2,13,13,13,"6",13,"pass","C","Portuguese"
"562","GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",1,1,0,"no","yes","no","no","yes","no","yes","yes",4,5,4,1,1,4,6,11,9,11,"427",10.3333333333333,"pass","D","Portuguese"
"563","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"yes","yes","no","no","yes","yes","no","yes",4,2,1,1,1,4,0,13,13,13,"156",13,"pass","C","Portuguese"
"564","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"yes","no","yes","yes","yes","yes","no","no",4,4,4,1,1,1,0,7,8,8,"247",7.66666666666667,"fail","F","Portuguese"
"565","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,3,"no","no","no","no","yes","yes","no","no",2,2,2,3,3,5,14,9,8,10,"355",9,"fail","F","Portuguese"
"566","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"no","yes","no","yes","no","yes","no","no",5,2,5,1,5,4,6,11,10,11,"176",10.6666666666667,"pass","D","Portuguese"
"567","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"no","no","no","no","no","yes","no","no",4,2,2,1,2,3,4,12,10,11,"293",11,"pass","D","Portuguese"
"568","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"no","yes","no","no","yes","yes","yes","yes",4,5,5,4,4,5,0,10,10,1,"315",7,"fail","F","Portuguese"
"569","GP","M",16,"U","LE3","T",1,2,"health","services","course","mother",2,1,2,"no","no","no","no","no","yes","yes","no",4,4,5,3,5,5,0,9,8,10,"332",9,"fail","F","Portuguese"
"570","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,1,"no","no","yes","yes","yes","no","yes","yes",3,3,2,2,2,5,8,8,8,9,"356",8.33333333333333,"fail","F","Portuguese"
"571","GP","M",17,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,1,4,3,4,7,6,8,"351",7,"fail","F","Portuguese"
"572","GP","M",15,"U","LE3","T",1,2,"other","other","course","mother",2,1,0,"no","no","no","yes","yes","yes","no","no",4,4,4,2,4,5,2,8,9,10,"283",9,"fail","F","Portuguese"
"573","GP","M",16,"U","GT3","T",1,3,"at_home","services","course","father",1,1,1,"no","no","no","no","yes","no","yes","no",5,3,3,1,4,2,2,9,8,8,"302",8.33333333333333,"fail","F","Portuguese"
"574","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,0,"no","no","no","yes","yes","no","no","yes",5,3,5,1,5,5,0,8,8,8,"354",8,"fail","F","Portuguese"
"575","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",2,1,3,"no","yes","no","yes","no","no","no","no",4,5,2,1,1,2,10,8,7,8,"364",7.66666666666667,"fail","F","Portuguese"
"576","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"no","no","no","no","yes","no","yes","no",4,3,5,2,4,4,0,9,10,11,"305",10,"pass","D","Portuguese"
"577","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,17,17,18,"77",17.3333333333333,"pass","A","Portuguese"
"578","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,1,5,1,1,4,0,12,12,13,"62",12.3333333333333,"pass","C","Portuguese"
"579","GP","F",16,"U","GT3","T",4,4,"health","health","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,4,2,1,1,3,0,16,16,17,"84",16.3333333333333,"pass","A","Portuguese"
"580","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,1,"no","yes","no","yes","no","yes","yes","no",3,4,5,2,4,2,4,9,9,10,"318",9.33333333333333,"fail","F","Portuguese"
"581","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,1,3,0,16,17,18,"300",17,"pass","A","Portuguese"
"582","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,11,9,10,"385",10,"pass","D","Portuguese"
"583","GP","F",16,"U","GT3","T",1,3,"at_home","services","home","mother",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,5,1,1,3,0,14,13,13,"58",13.3333333333333,"pass","C","Portuguese"
"584","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,5,1,1,4,0,14,14,15,"98",14.3333333333333,"pass","B","Portuguese"
"585","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,0,10,11,11,"382",10.6666666666667,"pass","D","Portuguese"
"586","GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,2,0,"no","no","no","yes","no","yes","yes","no",3,4,4,1,4,5,0,13,12,14,"65",13,"pass","C","Portuguese"
"587","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,0,"no","no","no","yes","no","yes","yes","no",4,3,4,1,4,4,4,11,9,10,"367",10,"pass","D","Portuguese"
"588","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,8,10,9,11,"295",10,"pass","D","Portuguese"
"589","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,4,11,11,13,"370",11.6666666666667,"pass","D","Portuguese"
"590","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",3,4,3,2,3,3,4,11,10,11,"320",10.6666666666667,"pass","D","Portuguese"
"591","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,11,12,13,"317",12,"pass","C","Portuguese"
"592","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,4,2,2,3,5,0,17,18,17,"139",17.3333333333333,"pass","A","Portuguese"
"593","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,32,14,13,14,"172",13.6666666666667,"pass","C","Portuguese"
"594","GP","F",16,"U","GT3","T",3,2,"other","other","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",1,2,2,1,2,1,8,14,15,16,"71",15,"pass","B","Portuguese"
"595","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,3,4,6,11,13,14,"369",12.6666666666667,"pass","C","Portuguese"
"596","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,10,9,11,"301",10,"pass","D","Portuguese"
"597","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,13,14,16,"335",14.3333333333333,"pass","B","Portuguese"
"598","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"no","yes","no","no","no","yes","yes","yes",3,3,3,1,3,3,10,12,13,14,"119",13,"pass","C","Portuguese"
"599","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,6,9,9,10,"345",9.33333333333333,"fail","F","Portuguese"
"600","GP","F",16,"U","GT3","T",2,3,"services","services","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,2,6,12,12,13,"68",12.3333333333333,"pass","C","Portuguese"
"601","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,0,12,11,12,"125",11.6666666666667,"pass","D","Portuguese"
"602","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"no","no","no","yes","no","yes","yes","no",4,4,4,4,5,5,16,10,11,12,"358",11,"pass","D","Portuguese"
"603","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,3,4,5,0,11,10,10,"294",10.3333333333333,"pass","D","Portuguese"
"604","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,13,12,12,"308",12.3333333333333,"pass","C","Portuguese"
"605","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,8,14,15,16,"170",15,"pass","B","Portuguese"
"606","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,2,3,1,2,5,4,13,13,14,"371",13.3333333333333,"pass","C","Portuguese"
"607","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"no","yes","no","yes","yes","yes","yes","no",3,3,4,3,5,3,16,10,11,12,"298",11,"pass","D","Portuguese"
"608","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,30,14,15,16,"157",15,"pass","B","Portuguese"
"609","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,5,2,1,2,3,0,11,10,11,"101",10.6666666666667,"pass","D","Portuguese"
"610","GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,5,2,2,14,14,15,"80",14.3333333333333,"pass","B","Portuguese"
"611","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","no","no",4,4,3,1,3,4,4,11,12,12,"67",11.6666666666667,"pass","D","Portuguese"
"612","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","no","no",4,4,4,1,3,1,0,14,15,15,"126",14.6666666666667,"pass","B","Portuguese"
"613","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,3,2,1,2,3,21,13,13,13,"105",13,"pass","C","Portuguese"
"614","GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",2,4,0,"no","yes","no","yes","no","yes","yes","no",5,3,5,1,1,5,6,13,13,13,"45",13,"pass","C","Portuguese"
"615","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"no","yes","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,14,8,9,8,"149",8.33333333333333,"fail","F","Portuguese"
"616","GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,3,3,2,2,4,2,11,11,12,"51",11.3333333333333,"pass","D","Portuguese"
"617","GP","F",16,"U","GT3","T",4,3,"teacher","other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",1,3,2,1,1,1,4,14,15,15,"83",14.6666666666667,"pass","B","Portuguese"
"618","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,0,"no","yes","no","no","yes","yes","no","no",4,3,2,1,4,5,2,12,13,13,"55",12.6666666666667,"pass","C","Portuguese"
"619","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,2,1,1,4,0,11,12,12,"109",11.6666666666667,"pass","D","Portuguese"
"620","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,3,4,12,12,12,"233",12,"pass","C","Portuguese"
"621","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,4,5,3,15,13,12,12,"384",12.3333333333333,"pass","C","Portuguese"
"622","GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","no",3,3,4,1,1,4,0,13,13,13,"50",13,"pass","C","Portuguese"
"623","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,2,4,5,10,12,11,11,"401",11.3333333333333,"pass","D","Portuguese"
"624","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"no","yes","no","no","yes","yes","no","no",5,2,1,1,2,3,6,12,11,11,"116",11.3333333333333,"pass","D","Portuguese"
"625","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,3,1,2,14,16,15,"171",15,"pass","B","Portuguese"
"626","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,16,11,9,10,"154",10,"pass","D","Portuguese"
"627","GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,2,4,4,10,10,10,10,"417",10,"pass","D","Portuguese"
"628","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","no","no","yes","yes","no","no",3,3,3,1,4,3,4,12,13,13,"136",12.6666666666667,"pass","C","Portuguese"
"629","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,4,0,12,12,13,"131",12.3333333333333,"pass","C","Portuguese"
"630","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,1,2,5,0,11,10,11,"104",10.6666666666667,"pass","D","Portuguese"
"631","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","no","yes",4,3,4,1,1,5,12,12,12,12,"124",12,"pass","C","Portuguese"
"632","GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,0,13,13,14,"69",13.3333333333333,"pass","C","Portuguese"
"633","GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,3,"no","yes","yes","no","yes","yes","yes","no",3,3,3,5,5,4,9,10,9,10,"398",9.66666666666667,"fail","F","Portuguese"
"634","GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","no","yes","yes","no",5,3,2,1,1,5,4,15,16,16,"88",15.6666666666667,"pass","B","Portuguese"
"635","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,4,8,8,8,"180",8,"fail","F","Portuguese"
"636","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,2,17,18,17,"143",17.3333333333333,"pass","A","Portuguese"
"637","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"no","yes","no","no","no","yes","yes","no",5,3,3,1,3,3,0,10,11,11,"380",10.6666666666667,"pass","D","Portuguese"
"638","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,3,2,4,5,3,2,9,10,11,"412",10,"pass","D","Portuguese"
"639","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,15,15,16,"117",15.3333333333333,"pass","B","Portuguese"
"640","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,14,12,12,"174",12.6666666666667,"pass","C","Portuguese"
"641","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,5,2,1,1,1,0,12,13,13,"348",12.6666666666667,"pass","C","Portuguese"
"642","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,13,13,13,"373",13,"pass","C","Portuguese"
"643","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,2,4,1,0,13,13,14,"322",13.3333333333333,"pass","C","Portuguese"
"644","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",3,4,2,1,1,5,2,9,9,9,"330",9,"fail","F","Portuguese"
"645","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,12,12,12,"311",12,"pass","C","Portuguese"
"646","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,4,2,5,5,4,0,16,16,16,"379",16,"pass","A","Portuguese"
"647","GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,4,9,10,10,"60",9.66666666666667,"fail","F","Portuguese"
"648","GP","F",16,"U","GT3","A",4,1,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,2,5,0,14,13,13,"54",13.3333333333333,"pass","C","Portuguese"
"649","GP","F",18,"U","LE3","A",2,4,"services","other","course","mother",2,2,1,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,18,10,10,10,"213",10,"pass","D","Portuguese"
"650","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","mother",1,2,1,"no","yes","no","no","no","yes","yes","yes",5,3,1,1,1,5,16,9,8,10,"218",9,"fail","F","Portuguese"
"651","GP","F",18,"U","GT3","T",3,3,"other","other","course","mother",2,1,1,"no","no","no","no","yes","no","yes","no",4,1,1,1,1,3,14,8,7,7,"203",7.33333333333333,"fail","F","Portuguese"
"652","GP","M",18,"U","GT3","T",2,2,"other","at_home","course","other",1,1,1,"no","yes","no","yes","no","no","yes","yes",4,4,3,2,2,1,26,7,8,8,"397",7.66666666666667,"fail","F","Portuguese"
"653","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",4,2,1,1,2,5,6,10,8,9,"372",9,"fail","F","Portuguese"
"654","GP","F",17,"U","GT3","T",3,2,"other","other","course","father",1,2,0,"no","no","no","yes","yes","yes","no","no",5,4,2,1,1,3,4,14,14,15,"144",14.3333333333333,"pass","B","Portuguese"
"655","GP","F",17,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,2,4,10,11,10,10,"165",10.3333333333333,"pass","D","Portuguese"
"656","GP","F",16,"U","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","no","yes","no","yes","no",5,3,5,1,2,5,4,12,11,11,"57",11.3333333333333,"pass","D","Portuguese"
"657","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",2,1,1,1,1,3,2,13,13,13,"103",13,"pass","C","Portuguese"
"658","GP","F",17,"R","LE3","A",1,4,"other","other","course","other",4,1,1,"no","yes","no","no","yes","yes","yes","no",5,5,4,1,1,5,14,9,9,8,"112",8.66666666666667,"fail","F","Portuguese"
"659","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,0,"no","no","no","no","yes","no","yes","no",5,5,4,3,5,2,16,8,7,8,"400",7.66666666666667,"fail","F","Portuguese"
"660","GP","F",17,"U","LE3","A",2,2,"other","other","home","mother",1,1,1,"no","yes","no","no","no","no","yes","no",3,1,2,1,1,1,8,11,9,10,"161",10,"pass","D","Portuguese"
"661","GP","F",17,"R","LE3","T",1,1,"at_home","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,3,5,4,15,14,15,"113",14.6666666666667,"pass","B","Portuguese"
"662","GP","F",17,"U","LE3","A",4,2,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,2,1,1,4,4,15,14,14,"163",14.3333333333333,"pass","B","Portuguese"
"663","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,8,15,15,15,"381",15,"pass","B","Portuguese"
"664","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,2,3,4,0,12,12,12,"353",12,"pass","C","Portuguese"
"665","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,4,5,1,1,3,7,14,14,15,"342",14.3333333333333,"pass","B","Portuguese"
"666","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",5,3,2,1,2,5,4,14,15,15,"323",14.6666666666667,"pass","B","Portuguese"
